"year","lake","DOY","Manual_Chl"
2025,"R",215,3.46765162756263
2025,"R",216,4.73971679930392
2025,"R",217,5.26926314125986
2025,"R",218,6.26482583124487
2025,"R",219,7.87211404334129
2025,"R",220,6.68471983378096
2025,"R",221,8.36191898685699
2025,"R",222,8.57194434605037
2025,"R",223,6.3475091140533
2025,"R",224,7.37429656663877
2025,"R",225,7.48963246757591
2025,"R",226,8.06511919050933
2025,"R",227,6.52982536956269
2025,"R",228,6.85744072601186
2025,"R",229,7.0514706207145
2025,"R",230,11.0325346934076
2025,"R",231,10.2432962566095
2025,"R",232,8.74648575407977
2025,"R",233,8.59603853744579
2025,"R",234,5.02448430089532
2025,"L",146,1.97616162816279
2025,"L",147,4.42481980477945
2025,"L",148,2.99814835185637
2025,"L",149,4.98069092707188
2025,"L",150,3.75726251958304
2025,"L",151,4.03904371357574
2025,"L",152,3.20314139095632
2025,"L",153,2.675458226336
2025,"L",154,3.75087112480694
2025,"L",155,3.39675076479302
2025,"L",156,3.04207058093479
2025,"L",157,3.56855312801032
2025,"L",158,2.86207197872795
2025,"L",159,3.02477437488357
2025,"L",160,3.91973419518075
2025,"L",161,4.53004318013092
2025,"L",162,3.34940690630851
2025,"L",163,4.76203923094327
2025,"L",164,3.30539325965054
2025,"L",165,4.42263535994997
2025,"L",166,4.80679379531742
2025,"L",167,6.32586839636433
2025,"L",168,3.62622891427142
2025,"L",169,3.77408074228975
2025,"L",170,3.62697679713652
2025,"L",171,3.11974940424546
2025,"L",172,5.45916270265399
2025,"L",173,4.12469676175418
2025,"L",174,3.25215427325036
2025,"L",175,3.20187721642766
2025,"L",176,2.50817363283579
2025,"L",177,4.00073974774349
2025,"L",178,4.17544918999055
2025,"L",179,3.25151347954988
2025,"L",180,4.52034159833142
2025,"L",181,3.15355997838183
2025,"L",182,4.03013702939654
2025,"L",183,3.49603373876084
2025,"L",184,3.63274394044082
2025,"L",185,3.36313521482636
2025,"L",186,3.46294666946836
2025,"L",187,5.33421228427884
2025,"L",188,3.7850525931232
2025,"L",189,3.96065879829348
2025,"L",190,4.71232199796487
2025,"L",191,4.96523352033508
2025,"L",192,3.42699692397048
2025,"L",193,3.92299823809256
2025,"L",194,3.54795631201547
2025,"L",195,3.2400218544784
2025,"L",196,4.36582499344196
2025,"L",197,4.81111479957757
2025,"L",198,4.8845440114045
2025,"L",199,4.38773996386959
2025,"L",200,3.70730237703612
2025,"L",201,4.15151519702025
2025,"L",202,4.68218989310095
2025,"L",203,5.57419039575149
2025,"L",204,7.41274854188553
2025,"L",205,8.85945959889
2025,"L",206,6.57819136365094
2025,"L",207,5.37114237448696
2025,"L",208,4.36054105734386
2025,"L",209,6.20432306516658
2025,"L",210,5.10805041632913
2025,"L",211,4.42212603343532
2025,"L",212,3.74052613737613
2025,"L",213,4.42159407018669
2025,"L",214,4.4992929183005
2025,"L",215,4.45530452030736
2025,"L",216,4.103797832425
2025,"L",217,4.96802654505129
2025,"L",218,4.2129582582025
2025,"L",219,5.016524876969
2025,"L",220,5.00208960583594
2025,"L",221,5.51509110718022
2025,"L",222,6.2560445197462
2025,"L",223,5.49425312290408
2025,"L",224,5.28890399056569
2025,"L",225,4.80937699492247
2025,"L",226,5.31898472745634
2025,"L",227,4.55854979336604
2025,"L",228,7.37528997100324
2025,"L",229,5.98487298884321
2025,"L",230,4.66332739918674
2025,"L",231,5.76968035979611
2025,"L",232,7.80340459055008
2025,"L",233,6.50170532209252
2025,"L",234,4.45160080237008
2025,"T",146,8.77529622193645
2025,"T",147,10.6897431481092
2025,"T",148,9.79796204764956
2025,"T",149,15.5631899359997
2025,"T",150,15.5165234382475
2025,"T",151,12.3236904676902
2025,"T",152,12.7776536255162
2025,"T",153,11.1477756941907
2025,"T",154,33.4177397373774
2025,"T",155,14.3050228482811
2025,"T",156,13.3704191416286
2025,"T",157,19.299557008828
2025,"T",158,23.4082112913363
2025,"T",159,25.9583264390268
2025,"T",160,49.8944089540042
2025,"T",161,35.4626203954111
2025,"T",162,21.5597478327969
2025,"T",163,33.259021406403
2025,"T",164,38.5017760615236
2025,"T",165,41.0591175512169
2025,"T",166,75.7681088336744
2025,"T",167,90.0666889192062
2025,"T",168,44.4023698778125
2025,"T",169,102.950418280173
2025,"T",170,50.105104708781
2025,"T",171,60.5629275520723
2025,"T",172,56.2137144388003
2025,"T",173,61.5534587926075
2025,"T",174,70.1126691051481
2025,"T",175,54.6337574710591
2025,"T",176,57.3701903523126
2025,"T",177,51.3858214661223
2025,"T",178,61.6953737018166
2025,"T",179,46.0068981496501
2025,"T",180,38.4917488590122
2025,"T",181,43.445347968723
2025,"T",182,37.1267686007016
2025,"T",183,31.4600105051831
2025,"T",184,32.0489138462203
2025,"T",185,35.5273962803507
2025,"T",186,38.7980560836333
2025,"T",187,53.7688601041366
2025,"T",188,36.7318446570374
2025,"T",189,29.6534250045146
2025,"T",190,24.958392247452
2025,"T",191,15.962324312185
2025,"T",192,15.8854874012498
2025,"T",193,19.7239113186026
2025,"T",194,16.7986332253725
2025,"T",195,33.8315566474823
2025,"T",196,21.5876954928313
2025,"T",197,30.0887468119046
2025,"T",198,24.6914529151605
2025,"T",199,25.7170710933713
2025,"T",200,24.93471074113
2025,"T",201,23.2270303551005
2025,"T",202,22.3296579813468
2025,"T",203,25.5979670468694
2025,"T",204,47.7639988791853
2025,"T",205,49.7627075650401
2025,"T",206,48.7326551988991
2025,"T",207,46.3800290129927
2025,"T",208,49.4661036635057
2025,"T",209,29.8839357373201
2025,"T",210,27.8393998541578
2025,"T",211,35.0698295286031
2025,"T",212,24.3421802987936
2025,"T",213,24.1275953789897
2025,"T",214,24.5024527286204
2025,"T",215,25.1210162856823
2025,"T",216,21.5749013849121
2025,"T",217,19.2171070585083
2025,"T",218,23.0046836474708
2025,"T",219,23.0603891672316
2025,"T",220,22.628847694417
2025,"T",221,28.2133804656685
2025,"T",222,27.8147127544607
2025,"T",223,26.1558754752204
2025,"T",224,25.3319854225541
2025,"T",225,25.839048263802
2025,"T",226,26.5400034380614
2025,"T",227,20.8937054674902
2025,"T",228,21.5229196078917
2025,"T",229,23.3080480966739
2025,"T",230,19.419655330338
2025,"T",231,23.8649509316498
2025,"T",232,27.1838443911912
2025,"T",233,19.173139555962
2025,"T",234,16.3983112912967
