[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Sample Name	Sample ID	Result(IC)	Result(NPOC)	Unit	Vial	Date / Time	
Unknown	R25WEEK6HYPO		4.239		mg/L	22	7/14/2025 5:13:42 PM	
Unknown	L25WEEK6HYPO		4.141		mg/L	23	7/14/2025 5:21:48 PM	
Unknown	T25WEEK6PML		0.8913		mg/L	24	7/14/2025 5:32:03 PM	
Unknown	R25WEEK6PML		1.540		mg/L	25	7/14/2025 5:40:14 PM	
Unknown	T25WEEK5HYPO		2.514		mg/L	26	7/14/2025 5:48:29 PM	
Unknown	L25WEEK6META		1.586		mg/L	27	7/14/2025 5:56:34 PM	
Unknown	T25WEEK6META		0.9580		mg/L	28	7/14/2025 6:06:46 PM	
Unknown	R25WEEK5PML		1.640		mg/L	29	7/14/2025 6:15:02 PM	
Unknown	R25WEEK5HYPO		4.194		mg/L	30	7/14/2025 6:23:07 PM	
Unknown	R25WEEK5HYPO dup		4.167		mg/L	30	7/14/2025 6:29:25 PM	
Unknown	blank		0.08584		mg/L	31	7/14/2025 6:39:54 PM	
Unknown	blank		0.09832		mg/L	31	7/14/2025 6:46:39 PM	
Unknown	2ppm check DIC		2.286		mg/L	20	7/14/2025 6:57:18 PM	
Unknown	20ppm DIC ICV		20.58		mg/L	8	7/14/2025 7:05:30 PM	
Unknown	L25WEEK6PML		1.590		mg/L	32	7/14/2025 7:16:20 PM	
Unknown	R25WEEK6META		1.799		mg/L	33	7/14/2025 7:26:53 PM	
Unknown	L25WEEK7META		1.527		mg/L	34	7/14/2025 7:37:00 PM	
Unknown	L25WEEK5META		1.647		mg/L	35	7/14/2025 7:45:27 PM	
Unknown	L25WEEK5PML		1.606		mg/L	36	7/14/2025 7:53:59 PM	
Unknown	L25WEEK5HYPO		3.251		mg/L	37	7/14/2025 8:02:06 PM	
Unknown	T25WEEK5PML		1.007		mg/L	38	7/14/2025 8:10:11 PM	
Unknown	R25WEEK7META		1.509		mg/L	39	7/14/2025 8:20:38 PM	
Unknown	P25-186-S9-V		6.219		mg/L	40	7/14/2025 8:31:06 PM	
Unknown	PB_08July25_D_DOC		46.88		mg/L	41	7/14/2025 8:39:46 PM	
Unknown	PB_08July25_D_DOC dup		46.85		mg/L	41	7/14/2025 8:46:14 PM	
Unknown	blank		0.1138		mg/L	42	7/14/2025 8:54:42 PM	
Unknown	blank		0.07807		mg/L	42	7/14/2025 9:01:07 PM	
Unknown	2ppm check DIC		2.443		mg/L	55	7/14/2025 9:09:37 PM	
Unknown	20ppm DIC ICV		19.60		mg/L	43	7/14/2025 9:18:07 PM	
Unknown	YR_07July25_Veg_DOC		48.90		mg/L	44	7/14/2025 9:26:26 PM	
Unknown	YR_07July25_Clear_DOC		47.20		mg/L	45	7/14/2025 9:34:45 PM	
Unknown	PB_08July25_U_DOC		74.80		mg/L	46	7/14/2025 9:44:04 PM	
Unknown	DC_09Jul25_DOC		80.44		mg/L	47	7/14/2025 9:53:07 PM	
Unknown	TC_09Jul25_D_DOC		44.72		mg/L	48	7/14/2025 10:01:30 PM	
Unknown	TC_09Jul25_U_DOC		43.01		mg/L	49	7/14/2025 10:10:07 PM	
Unknown	SC_09Jul25_DOC		82.31		mg/L	50	7/14/2025 10:18:56 PM	
Unknown	YR_09Jul25_DOC		46.58		mg/L	51	7/14/2025 10:27:11 PM	
Unknown	YR_10Jul25_Clear_DOC		46.75		mg/L	52	7/14/2025 10:35:20 PM	
Unknown	YR_10Jul25_Veg_DOC		49.31		mg/L	53	7/14/2025 10:43:59 PM	
Unknown	YR_10Jul25_Veg_DOC dup		49.17		mg/L	53	7/14/2025 10:50:25 PM	
Unknown	blank		0.1228		mg/L	54	7/14/2025 10:58:32 PM	
Unknown	blank		0.1317		mg/L	54	7/14/2025 11:04:52 PM	
Unknown	2ppm check DIC		2.576		mg/L	55	7/14/2025 11:13:01 PM	
Unknown	20ppm DIC ICV		20.02		mg/L	43	7/14/2025 11:21:17 PM	
Unknown	blank			0.09596	mg/L	56	7/14/2025 11:34:44 PM	
Unknown	blank			0.1101	mg/L	56	7/14/2025 11:46:01 PM	
Standard	OC Cal	OC standards		50.00	mg/L	57, 58, 58, 58, 59, 59, 59, 59, 59, 59	7/15/2025 1:33:31 AM	
Unknown	2ppm check DOC			2.061	mg/L	58	7/15/2025 1:44:40 AM	
Unknown	5ppm DOC ICV			5.058	mg/L	60	7/15/2025 1:56:08 AM	
Unknown	20ppm DOC ICV			19.55	mg/L	61	7/15/2025 2:07:58 AM	
Unknown	blank			0.08760	mg/L	57	7/15/2025 2:18:34 AM	
Unknown	6/30 Blank			0.8730	mg/L	9	7/15/2025 2:31:25 AM	
Unknown	6/16/25 Blank			0.3556	mg/L	10	7/15/2025 2:41:41 AM	
Unknown	6/23/25 Blank			0.7500	mg/L	11	7/15/2025 2:54:13 AM	
Unknown	R25WEEK7PML			4.815	mg/L	12	7/15/2025 3:05:03 AM	
Unknown	T25WEEK7HYPO			8.144	mg/L	13	7/15/2025 3:16:23 AM	
Unknown	T25WEEK7PML			7.857	mg/L	14	7/15/2025 3:27:30 AM	
Unknown	R25WEEK7HYPO			4.867	mg/L	15	7/15/2025 3:38:42 AM	
Unknown	L25WEEK7PML			3.983	mg/L	16	7/15/2025 3:49:51 AM	
Unknown	T25WEEK7META			7.696	mg/L	17	7/15/2025 4:00:57 AM	
Unknown	L25WEEK7HYPO			3.759	mg/L	18	7/15/2025 4:11:52 AM	
Unknown	T25WEEK7META dup			7.619	mg/L	17	7/15/2025 4:23:18 AM	
Unknown	blank			0.1572	mg/L	62	7/15/2025 4:33:55 AM	
Unknown	blank			0.1762	mg/L	62	7/15/2025 4:42:44 AM	
Unknown	2ppm check DOC			2.018	mg/L	63	7/15/2025 4:56:26 AM	
Unknown	20ppm DOC ICV			19.43	mg/L	61	7/15/2025 5:08:19 AM	
Unknown	T25WEEK6HYPO			7.979	mg/L	21	7/15/2025 5:19:44 AM	
Unknown	R25WEEK6HYPO			4.961	mg/L	22	7/15/2025 5:30:37 AM	
Unknown	L25WEEK6HYPO			3.635	mg/L	23	7/15/2025 5:44:03 AM	
Unknown	T25WEEK6PML			7.990	mg/L	24	7/15/2025 5:55:06 AM	
Unknown	R25WEEK6PML			4.704	mg/L	25	7/15/2025 6:06:06 AM	
Unknown	T25WEEK5HYPO			8.390	mg/L	26	7/15/2025 6:17:17 AM	
Unknown	L25WEEK6META			3.611	mg/L	27	7/15/2025 6:28:07 AM	
Unknown	T25WEEK6META			7.506	mg/L	28	7/15/2025 6:39:15 AM	
Unknown	R25WEEK5PML			4.605	mg/L	29	7/15/2025 6:50:17 AM	
Unknown	R25WEEK5HYPO			4.882	mg/L	30	7/15/2025 7:01:19 AM	
Unknown	R25WEEK5PML dup			4.622	mg/L	29	7/15/2025 7:12:33 AM	
Unknown	blank			0.1350	mg/L	64	7/15/2025 7:25:41 AM	
Unknown	blank			0.1246	mg/L	64	7/15/2025 7:34:32 AM	
Unknown	2ppm check DOC			2.047	mg/L	63	7/15/2025 7:48:12 AM	
Unknown	20 ppm DOC ICV			19.55	mg/L	61	7/15/2025 8:00:20 AM	
Unknown	L25WEEK6PML			3.916	mg/L	32	7/15/2025 8:11:18 AM	
Unknown	R25WEEK6META			4.689	mg/L	33	7/15/2025 8:22:26 AM	
Unknown	L25WEEK7META			3.474	mg/L	34	7/15/2025 8:35:35 AM	
Unknown	L25WEEK5META			3.432	mg/L	35	7/15/2025 8:46:11 AM	
Unknown	L25WEEK5PML			3.785	mg/L	36	7/15/2025 8:57:12 AM	
Unknown	L25WEEK5HYPO			3.667	mg/L	37	7/15/2025 9:08:12 AM	
Unknown	T25WEEK5PML			7.761	mg/L	38	7/15/2025 9:19:23 AM	
Unknown	R25WEEK7META			4.632	mg/L	39	7/15/2025 9:30:21 AM	
Unknown	P25-186-S9-V			8.842	mg/L	40	7/15/2025 9:41:31 AM	
Unknown	PB_08July25_D_DOC			5.856	mg/L	41	7/15/2025 9:52:38 AM	
Unknown	P25-186-S9-V dup			8.814	mg/L	40	7/15/2025 10:06:51 AM	
Unknown	blank			0.09416	mg/L	65	7/15/2025 10:19:20 AM	
Unknown	blank			0.1300	mg/L	65	7/15/2025 10:30:23 AM	
Unknown	2ppm check DOC			2.062	mg/L	68	7/15/2025 10:41:27 AM	
Unknown	20ppm DOC ICV			19.75	mg/L	66	7/15/2025 10:53:30 AM	
Unknown	YR_07July25_Veg_DOC			5.374	mg/L	44	7/15/2025 11:04:43 AM	
Unknown	YR_07July25_Clear_DOC			5.372	mg/L	45	7/15/2025 11:15:46 AM	
Unknown	PB_08July25_U_DOC			4.395	mg/L	46	7/15/2025 11:26:53 AM	
Unknown	DC_09Jul25_DOC			2.712	mg/L	47	7/15/2025 11:39:52 AM	
Unknown	TC_09Jul25_D_DOC			5.653	mg/L	48	7/15/2025 11:50:48 AM	
Unknown	TC_09Jul25_U_DOC			5.685	mg/L	49	7/15/2025 12:02:00 PM	
Unknown	SC_09Jul25_DOC			6.525	mg/L	50	7/15/2025 12:13:01 PM	
Unknown	YR_09Jul25_DOC			5.923	mg/L	51	7/15/2025 12:24:31 PM	
Unknown	YR_10Jul25_Clear_DOC			5.466	mg/L	52	7/15/2025 12:35:42 PM	
Unknown	YR_10Jul25_Veg_DOC			5.464	mg/L	53	7/15/2025 12:46:49 PM	
Unknown	YR_10Jul25_Clear_DOC dup			5.376	mg/L	52	7/15/2025 12:58:08 PM	
Unknown	blank			0.1037	mg/L	67	7/15/2025 1:08:45 PM	
Unknown	blank			0.09295	mg/L	67	7/15/2025 1:17:33 PM	
Unknown	2ppm check DOC			2.115	mg/L	68	7/15/2025 1:28:36 PM	
Unknown	20ppm DOC ICV			19.84	mg/L	66	7/15/2025 1:40:57 PM	
Unknown	blank			0.1339	mg/L	69	7/15/2025 1:53:27 PM	
Unknown	blank			0.1428	mg/L	69	7/15/2025 2:04:25 PM	
